7	-63.785934	-14.373794
2	-30.720373	-34.462227
1	-39.491283	57.19162
0	70.03215	-33.501
4	-43.219128	18.705547
1	-50.777714	72.78411
4	-39.309654	19.239094
9	3.3550463	25.20053
5	23.911373	3.6381638
9	6.5320463	40.47613
0	83.2298	-33.924828
6	49.35846	-73.73501
9	9.066487	37.36604
0	75.75237	-30.079887
1	-38.358997	53.7256
5	59.18535	27.342966
9	9.175373	43.49758
7	-55.925594	-13.16115
3	32.512215	21.99415
4	-77.46153	34.548103
9	5.93871	27.229965
6	36.45862	-43.154415
6	39.99956	-55.973763
5	66.98855	25.011776
4	-44.33148	19.324453
0	63.108727	-29.94622
7	-41.29268	-11.237351
4	-85.89496	36.131317
0	63.985588	-24.06421
1	-38.70264	54.5509
3	67.86964	71.54382
1	-39.488388	55.49364
3	64.32175	64.40225
4	-43.819546	18.909515
7	-59.71848	-12.974259
2	-38.809864	-39.56931
7	-49.324627	-15.551391
1	-47.507633	66.07214
2	-19.024252	-21.746752
1	-41.398113	59.954216
1	-31.298523	44.746586
7	-39.261074	-14.132384
4	-70.52899	37.502388
2	-11.87003	-6.1458006
3	45.171	44.057846
5	53.286213	23.59098
1	-24.19051	36.99572
2	-40.896988	-44.94377
4	-52.40182	21.845345
4	-67.60443	29.34944
6	46.126625	-57.51641
3	60.713844	62.3171
5	65.39257	26.180754
5	43.76818	16.26149
6	47.114258	-71.841225
0	66.53467	-27.625216
4	-86.82459	37.131947
1	-38.882458	57.422153
9	6.657681	40.74239
5	19.759066	9.373204
7	-37.101658	-10.099173
8	-8.801911	-63.210075
9	6.225854	11.03618
3	23.28058	28.977419
7	-44.721653	-10.422008
4	-33.815666	13.605793
6	43.443306	-59.033997
4	-46.753906	18.015755
3	78.40939	78.09254
0	56.900112	-29.251003
7	-48.856007	-11.256337
0	98.40435	-42.312756
2	-33.39639	-36.800346
9	6.2286124	20.78607
1	-47.09757	64.82904
7	-47.113743	-11.2277355
3	69.11359	70.07121
2	-30.024519	-33.49012
9	2.6382265	25.150112
7	-38.097828	-9.666116
7	-22.854239	-5.246637
6	47.287205	-62.473866
2	-57.07219	-61.795708
7	-54.066086	-12.701191
8	-0.64140207	-60.37609
4	-64.063354	29.981743
7	-50.455647	-13.265296
3	30.089048	32.935318
6	50.187172	-65.61811
1	-33.354134	47.792362
3	75.53043	79.73561
6	58.067562	-78.26809
9	-0.13772532	12.265394
3	50.379486	54.624493
1	-38.41785	56.123714
4	-37.5489	22.379248
1	-13.756111	23.27283
7	-37.99385	-12.052879
6	37.89466	-49.295822
9	8.3225765	51.928673
6	39.771854	-60.30548
0	94.933784	-39.0903
5	65.94724	25.59817
4	-88.147484	39.55144
9	3.5770733	25.744614
9	7.0459375	38.03489
2	-37.94066	-37.450733
1	-25.796911	35.46347
9	4.577325	31.2734
4	-76.82271	38.182384
8	-7.9368258	-77.99723
7	-22.744133	-6.518201
3	58.82467	57.85142
9	8.448012	40.448257
7	-34.40372	-8.190998
4	-17.237305	12.990129
4	-60.543537	24.099968
4	-79.47668	37.554676
9	7.390776	31.137394
2	-36.48086	-40.56106
5	67.38231	27.257622
4	-39.16912	20.747602
7	-38.067417	-8.8653
6	50.71207	-73.38509
7	-39.69638	-5.3686333
9	5.087548	25.988956
0	38.372784	-16.704338
5	66.120895	22.2729
8	-7.569833	-79.62954
5	73.1422	25.171793
6	49.58819	-68.88988
6	48.817146	-66.679634
5	62.4227	26.704115
7	-42.98299	-8.857537
8	-9.03083	-85.69917
1	-48.527515	70.489716
0	69.5455	-28.792576
1	-38.132008	53.08899
6	58.523247	-78.741936
4	-40.483246	22.803726
6	43.555477	-54.931175
7	-51.609165	-12.680939
3	46.57061	51.200172
1	-41.280582	62.00429
7	-47.924316	-15.45142
1	-41.618607	58.930767
8	-4.8959174	-76.26298
2	-50.319027	-55.6932
0	81.70148	-33.580402
2	-11.994414	-12.4085865
9	8.1299515	38.495953
9	6.5360565	23.13606
5	48.510834	14.68137
5	49.724167	18.574127
1	-37.32633	52.210533
5	59.74318	21.452316
6	48.510113	-58.416122
0	65.15065	-28.234331
3	17.667366	15.740584
4	-43.67846	22.042341
4	-36.240673	21.067375
6	52.74141	-67.58426
5	98.631546	33.917492
4	-73.69699	28.804747
6	32.8941	-44.483227
5	76.065254	31.860909
4	-62.891827	28.47711
5	27.100122	13.637935
1	-50.109776	71.59517
4	-70.19335	35.834488
4	-80.96831	34.606728
7	-26.897478	-3.1160088
2	-31.572302	-33.98179
3	51.491802	48.10272
2	-41.07661	-50.793007
7	-7.820668	-1.2819798
1	-35.084053	49.780544
8	0.66993946	-50.043415
1	-51.994537	75.14885
8	-13.555351	-77.86653
1	-44.448246	64.082016
8	-5.051844	-69.63929
5	40.82133	15.208743
0	88.28755	-40.86558
8	-2.2855122	-31.872774
9	6.6666017	31.751211
2	-37.568035	-42.981018
5	73.0656	29.80954
0	80.58204	-35.131065
1	-29.730854	41.871838
1	-27.9359	37.894257
1	-25.516932	38.179085
0	69.645256	-34.616096
9	-0.39621598	13.904689
0	61.003983	-27.21359
3	18.406078	17.761053
1	-46.395115	66.394066
6	45.752796	-62.519756
4	-72.85344	31.1919
2	-25.981647	-27.072271
3	51.30573	50.179985
6	59.968952	-78.8736
1	-38.959274	55.632423
1	-43.194275	61.0302
1	-39.366512	56.83498
3	56.763195	56.162178
9	4.3582954	25.519842
5	58.194706	23.725466
2	-49.092686	-50.67749
9	4.163375	21.879189
4	-68.17448	29.920568
5	31.86002	10.650693
9	7.256966	36.2288
3	47.17146	47.64948
9	1.0585918	17.527552
0	58.906334	-29.360823
3	83.793304	83.66419
6	19.998749	-23.089088
5	45.388527	15.200683
5	66.38861	28.777721
7	-41.069958	-11.094264
2	-21.656628	-20.23098
2	-36.510265	-37.772995
7	-50.60972	-13.186196
1	-28.177677	40.5333
2	-28.413084	-26.86215
8	-2.8575118	-57.394318
4	-49.784885	22.024065
1	-40.997135	58.36739
7	-34.24963	-9.322514
3	49.08693	52.21887
3	58.455517	59.500847
8	-3.3748822	-47.303368
8	-2.897013	-67.40189
7	-34.9851	-8.663082
9	2.8351803	22.352226
2	-44.17643	-50.0704
2	-37.31089	-44.723804
4	-85.98428	39.030514
1	-50.832554	72.28941
5	49.153843	15.975704
9	5.6522026	24.390802
8	-0.7695238	-31.186098
7	-34.711887	-10.723825
2	-20.804367	-24.69099
3	35.888554	34.179314
0	76.37177	-33.84928
4	-8.190044	-2.638585
4	-84.5437	37.259712
2	-26.134695	-32.05156
4	-52.043728	23.74117
1	-35.134583	49.404976
9	7.2748456	40.65005
5	76.75235	29.106085
7	-49.15233	-12.954211
7	-28.440653	-7.902018
2	-30.460087	-35.78949
8	1.2404373	-40.812645
2	-43.594776	-49.004765
6	44.023254	-49.780075
8	-10.436812	-70.4876
5	43.64758	16.43452
7	-41.84041	-9.496794
7	-42.02835	-11.178461
9	0.11951524	14.262126
1	-48.592125	71.1423
8	3.2588353	-22.55367
1	-50.329597	72.21862
8	-0.8500979	-27.253696
0	47.82235	-23.736925
3	66.0399	68.460724
0	68.521355	-31.806883
1	-51.842407	73.443924
9	7.349391	33.89347
9	9.740293	45.891426
4	-69.19902	28.889782
1	-49.344215	72.090195
8	-3.5240977	-72.95354
2	-48.518154	-61.669853
1	-45.604992	66.18458
2	-30.518387	-37.592545
9	11.913469	52.88106
7	-12.597479	-0.76296026
5	48.4939	17.801828
9	4.9062457	35.476913
2	-47.47331	-51.561615
6	26.49969	-41.098537
4	-44.523705	19.201258
1	-34.628075	49.56928
5	39.12048	17.384287
8	-1.4304922	-25.379599
2	-32.69907	-36.220673
9	2.1756868	25.734707
2	-32.237476	-40.396313
0	74.7515	-26.813591
4	-76.4549	39.496166
0	88.86498	-39.69131
0	68.10691	-37.074856
2	-37.819416	-44.304066
8	-6.488838	-68.42607
4	-47.085922	21.955025
7	-38.025787	-9.338487
1	-51.4044	74.60963
2	-20.845362	-23.511541
4	-76.58255	37.571747
0	65.86154	-27.51639
2	-41.61881	-51.843655
7	-37.574905	-10.534963
4	-67.97253	38.658394
3	56.798695	58.60403
3	64.31255	63.856358
0	64.502174	-27.41103
0	76.61612	-30.139807
3	57.552467	54.00496
1	-47.60253	67.85452
9	10.157774	49.67031
6	31.945133	-48.07564
5	40.95599	14.916224
2	-18.802715	-16.962397
5	53.649345	21.752413
9	1.7201931	5.8136168
2	-27.422178	-21.772482
9	7.719934	35.05814
3	64.295135	65.257835
0	23.133219	-11.605816
4	-60.887203	29.428772
2	-4.363787	-5.8005347
0	81.66813	-37.124245
7	-32.196503	-8.676037
1	-46.44606	66.59671
1	-49.299767	69.458725
2	-35.43096	-40.121555
1	-52.868584	76.429245
5	33.94493	14.6954975
3	72.3824	75.574974
3	61.324776	61.8666
9	1.30867	23.17833
7	-38.99948	-9.449809
8	-5.867637	-56.151985
6	22.929794	-28.574387
5	32.58399	22.74956
6	21.411974	-23.629625
1	-50.725555	71.55416
3	66.080215	68.3259
8	-0.005001813	-55.589138
1	-47.39781	66.09206
0	58.353333	-25.577232
5	50.32891	15.615753
1	-33.493774	48.44339
3	44.487762	48.8194
1	-31.012913	45.1262
5	79.83916	28.629969
5	41.386265	15.41553
6	52.259613	-67.259384
1	-36.930733	53.762337
8	-4.0388303	-39.253242
5	85.632286	27.025259
1	-31.084417	43.786213
7	-24.132778	0.053097084
